user_id,item_list
1889,2119 71 80 2112 2588 617 752 75 2106 2694
1890,446 448 453 1266 812 21 1263 458 1648 667
1891,21 53 348 347 826 773 1039 61 626 775
1892,771 113 672 126 35 676 677 21 99 1311
1893,21 124 22 348 207 353 56 347 209 53
1894,678 499 106 2494 828 21343 679 93 496 494
1895,20 58 56 348 347 615 61 62 393 272
1896,771 1861 124 353 1327 5891 25 1326 1048 56
1897,1859 1216 1514 4577 5070 2792 3391 705 2278 5068
1898,348 1108 468 545 347 28 541 995 1437 561
1899,124 436 25 263 353 1630 771 56 126 209
1900,1301 6452 695 684 4366 7309 1372 1504 711 1302
1901,1263 1266 453 486 448 458 93 667 814 555
1902,19112 8446 2494 2488 9599 3198 18930 2256 20779 385
1903,446 1263 450 1266 812 453 448 1222 1193 1154
1904,56 21 58 62 396 207 348 1068 521 347
1905,450 1263 812 581 348 56 422 124 25 28
1906,541 154 153 1108 537 993 58 347 543 56
1907,1952 2992 1954 126 1977 1973 1972 672 71 3613
1908,8819 11044 15441 14172 20947 6464 15711 21458 22476 14400
1909,16887 496 126 130 17521 102 107 241 113 5615
1910,471 486 93 495 105 492 497 22909 2119 16099
1911,93 1311 492 498 8819 15454 21343 486 679 495
1912,20422 3539 2998 8875 14524 21319 7632 22435 22472 1691
1913,22 21 1004 18009 20 9462 21356 7709 15245 3547
1914,356 12006 1697 361 1216 691 1214 2713 2346 695
1915,541 826 1039 626 672 347 153 938 537 498
1916,672 58 676 10712 1193 55 268 3218 22482 4553
1917,828 2494 831 2077 1849 5735 391 1189 109 2124
1918,1263 453 1266 814 124 348 436 56 458 422
1919,56 58 61 62 393 598 1068 396 54 55
1920,448 450 446 1266 812 458 457 811 3596 494
1921,80 2106 2119 75 2111 77 448 18484 452 453
1922,11761 16380 1266 814 453 450 71 2106 811 22435
1923,56 53 536 1068 396 678 268 271 486 1748
1924,21 58 396 1263 55 598 1068 25 1266 62
1925,53 22345 56 14048 16626 6469 348 14258 58 268
1926,541 1108 555 1039 537 543 773 8875 21319 995
1927,14651 22560 22527 16786 22528 22561 3716 19820 6998 6933
1928,672 676 1154 95 2479 126 35 752 677 2534
1929,58 62 270 61 1068 396 272 393 21 55
1930,21 207 818 22 916 56 53 432 124 2106
1931,453 458 448 1266 667 1263 446 814 668 271
1932,450 1263 270 814 56 811 446 52 812 536
1933,15454 8819 22441 22443 11044 12114 17075 22631 16713 6712
1934,56 396 62 270 598 55 271 1748 272 5938
1935,358 8875 356 2278 1216 364 2105 691 1212 360
1936,1648 448 2263 452 458 457 35 453 731 95
1937,21 2023 124 25 20 1326 436 576 16887 208
1938,21 775 124 271 385 272 58 22 25 773
1939,56 21 8911 22139 2335 8649 20 1590 25 356
1940,21 53 2107 20478 25 75 8657 2010 61 2586
1941,58 393 1068 396 270 62 55 25 468 1449
1942,22080 22 17136 6469 14258 21 16626 8710 5007 9672
1943,773 154 555 826 993 1039 18494 1108 546 537
1944,56 53 536 22 1834 271 393 55 772 61
1945,10221 8819 22443 18939 11044 15978 6712 17075 21818 15441
1946,53 1449 1752 268 598 56 2064 61 2592 393
1947,22 56 25 124 22193 53 7876 436 353 348
1948,21 22 20 71 2111 80 63 353 58 207
1949,207 22 56 53 396 61 58 347 824 524
1950,828 100 2494 5 1832 750 10595 14710 2488 481
1951,174 20 771 261 25 176 347 916 56 124
1952,20 56 124 53 348 20479 436 58 353 10542
1953,21 18074 73 3989 22513 3994 3287 17276 5046 27
1954,2112 71 80 629 2111 77 2104 2584 10283 2109
1955,1263 450 1266 446 1648 667 179 126 668 18484
1956,617 672 676 677 95 1626 4574 113 1311 1618
1957,21 25 61 207 396 393 58 22 124 1068
1958,21 56 271 124 62 25 61 270 396 20
1959,2713 2341 684 8875 683 21319 2714 4348 1505 695
1960,106 100 2494 97 109 1534 16887 1830 2124 391
1961,2721 2720 4073 1038 37 2719 919 4513 2717 17178
1962,7876 7092 9491 1855 17880 1852 356 3158 7867 1514
1963,19446 5246 6848 18617 8509 465 15909 23053 9953 20898
1964,448 446 453 20779 2998 13988 667 486 8875 457
1965,22 916 917 1048 124 4073 20 25 353 316
1966,1870 124 177 176 917 1865 916 314 25 56
1967,486 93 1311 3311 498 495 471 492 2010 678
1968,683 126 8569 65 3546 71 2106 1154 80 691
1969,25 124 22 23131 21 18309 1015 9002 5965 20
1970,667 210 453 629 1065 6334 1263 4893 1266 14805
1971,446 450 1266 814 811 453 458 448 421 422
1972,537 541 773 385 626 993 995 555 347 4036
1973,130 1534 97 2077 4574 391 673 2891 277 675
1974,883 9209 21019 1843 16726 11688 567 23729 24392 93
1975,20422 448 14524 667 21 14805 13063 3539 8875 22542
1976,266 261 1910 916 917 22 551 2365 1861 347
1977,21 22 25 20 1327 436 2228 353 22752 58
1978,20 21 917 916 25 314 1911 348 175 179
1979,130 391 102 673 107 127 500 6 106 97
1980,673 106 2077 1964 19 277 2891 675 130 2745
1981,10855 773 1108 385 555 626 537 1039 826 995
1982,453 450 457 1263 668 731 13063 446 20422 2142
1983,22403 10221 15454 16713 11044 12114 22441 18939 6712 15978
1984,1571 214 178 1216 176 1214 1065 886 210 1514
1985,5697 10855 453 448 1266 22844 458 667 22617 668
1986,1263 581 1266 458 446 2035 15454 10221 17900 2038
1987,21 1216 1859 62 5070 3391 124 271 272 5069
1988,18139 10010 22728 14859 704 23781 2057 5938 1869 126
1989,537 1108 775 773 1109 541 543 626 938 555
1990,1216 5070 2792 1504 1375 683 1979 448 2278 684
1991,56 53 394 348 3952 337 1068 6023 4351 22
1992,492 678 494 471 504 6887 679 752 19647 497
1993,438 3520 21199 18105 11668 4872 20673 20030 19606 3413
1994,67 68 71 672 1154 2111 629 126 676 35
1995,56 271 393 270 1068 396 61 598 54 208
1996,22443 18939 12114 6712 11044 22631 15978 17075 9791 21818
1997,25 53 124 207 348 270 58 771 353 77
1998,22 56 20 21 1505 360 314 58 179 270
1999,11668 3520 3413 1080 16495 6936 17047 8056 7361 13382
2000,126 676 1626 1314 1311 322 22415 113 1619 4574
2001,356 364 355 885 35 113 323 5140 19705 8586
2002,450 814 1263 453 446 811 458 1266 2172 448
2003,2567 22 4412 21 1004 2566 18408 21767 1700 1203
2004,448 458 453 21 668 1263 58 854 348 629
2005,672 2107 4334 113 3952 1154 676 4574 117 2104
2006,13063 3539 22 16682 22542 21319 18484 8875 1648 20422
2007,21 22 1660 25 126 353 20 348 676 436
2008,53 58 61 62 270 25 396 1068 598 271
2009,10221 18939 8819 541 22441 22443 22631 17075 11044 15441
2010,457 453 14524 18919 20422 13063 21 458 2998 20
2011,21 436 20 345 56 393 207 208 632 1068
2012,951 2110 4498 6128 2109 2588 955 944 8466 11940
2013,826 1039 1108 153 993 543 942 1109 937 347
2014,828 100 109 750 12542 1532 1849 2494 2124 1733
2015,4284 4282 1375 774 4287 1504 1376 1758 4286 1302
2016,22 21 20 25 3825 124 2581 4036 23427 916
2017,10855 102 130 358 676 106 496 521 97 391
2018,2104 3989 4334 71 80 2105 2106 83 3991 2588
2019,446 453 814 458 2588 581 448 1266 1263 20
2020,629 9209 71 80 68 2106 883 7205 3491 5321
2021,2085 20 915 22 551 432 14305 1350 782 771
2022,581 811 812 448 521 1263 1898 450 270 21
2023,21 20 353 348 436 347 10924 22 3378 468
2024,71 80 113 3990 2106 2105 629 2111 836 67
2025,21 10019 3205 2023 124 20 23724 25 2967 326
2026,124 25 22 20 58 432 1091 1004 208 1024
2027,56 393 270 53 598 55 1742 126 536 348
2028,2057 2409 7016 5938 1869 1865 2054 2053 17348 1873
2029,2105 7371 11904 3356 3355 11202 126 1376 4574 1302
2030,1022 126 4592 2904 56 4603 769 768 93 3596
2032,124 25 93 1311 678 498 486 19647 436 555
2033,448 14524 22435 18484 2998 581 667 495 11855 450
2034,10221 22403 6712 17075 12114 15978 21818 16713 15441 14172
2035,21 26 56 521 130 4574 126 450 95 2485
2036,106 2077 102 2256 130 12935 20019 13247 11027 2495
2037,67 2106 2119 2111 75 21 84 79 2588 25
2038,2086 11660 8007 20 4572 684 6372 22701 2042 2278
2039,5529 174 1608 179 10837 176 15338 23314 13385 14854
2040,21 56 58 436 537 25 1437 468 61 393
2041,2363 1910 13988 266 2714 21 23357 8933 22 14396
2042,21 25 27 20 124 537 207 262 311 14215
2043,58 393 61 1068 598 270 124 55 337 395
2044,58 56 53 453 272 448 1263 271 1266 446
2045,53 56 598 61 270 393 1449 1068 1752 2064
2046,1266 1263 446 812 458 453 2276 56 1317 1222
2047,11044 15978 9791 16204 22760 17764 6464 22476 19059 15711
2048,14460 126 8335 1311 95 22542 3539 8875 71 21319
2049,21 56 450 453 20 1648 771 352 1266 458
2051,21 25 393 58 56 1068 61 22 396 54
2052,453 10221 15454 18484 8819 16713 668 667 22441 9791
2053,537 498 543 995 1108 942 3486 88 17759 676
2054,21 25 22 348 56 393 396 124 386 353
2055,124 22 25 771 20 348 56 521 58 468
2057,1374 22 25 1779 1979 353 1301 14258 6506 1504
2058,450 448 1263 446 581 667 453 421 458 1691
2059,20851 16887 6529 12803 12959 4130 23694 17521 20014 24410
2060,885 1909 2587 629 10702 683 461 2584 360 3246
2061,2254 25 2253 2252 1787 555 826 811 347 14216
2062,21 771 56 353 1327 432 521 25 436 124
2063,25 56 53 20 58 22 348 270 61 396
2064,667 2998 1263 14805 22435 1977 1974 457 13988 450
2065,14651 4559 4380 15344 22527 3529 22528 3716 22561 22280
2066,12585 916 1911 917 14189 3502 1861 21674 2388 22
2067,21 9733 126 494 676 495 672 492 95 1311
2068,335 536 56 2592 348 1752 598 61 1449 3469
2069,25 270 486 124 58 1263 450 771 494 207
2070,21 1023 1835 2023 56 4419 1024 25 1437 333
2071,288 284 312 869 877 308 22 24005 247 1128
2072,2254 2252 2255 1154 1787 35 450 56 521 446
2073,1091 21 9659 20028 20 1655 353 1483 25 1484
2074,678 499 22 21 492 486 778 21343 504 95
2075,4890 4892 4893 1374 773 775 14400 1297 672 21161
2076,38 36 41 42 43 4284 4286 844 2722 845
2077,21 348 22 56 436 207 53 393 347 61
2078,2586 2104 4334 75 22335 77 349 3118 14063 24129
2079,130 106 16887 673 391 127 1534 496 97 2077
2080,450 22 21 1648 20 1973 1972 1977 453 421
2081,1501 1502 71 10472 19939 79 692 80 710 3379
2082,22 124 20 25 353 348 58 917 22550 207
2083,5 21 1532 22 25 124 750 20 499 100
2084,1263 450 446 814 812 1266 56 124 22 53
2085,20 270 352 771 1556 15054 1746 450 1263 21
2086,55 270 968 56 393 271 272 62 22 396
2087,56 541 61 53 626 555 598 396 347 1109
2089,19727 2363 7801 4921 1910 82 12405 266 14596 8933
2090,71 629 126 5216 2119 1558 4380 95 676 17694
2091,56 771 124 25 1311 521 270 353 436 126
2092,20137 14192 18851 8650 10300 1632 4212 1194 16959 8007
2093,672 113 35 21 5697 676 22414 7569 1220 98
2094,126 95 581 676 7414 421 450 1222 1154 13620
2095,71 2792 3391 5069 4577 5070 1859 1214 1514 1212
2096,56 53 828 61 396 3711 270 393 598 1068
2097,53 56 61 598 767 768 393 1068 396 1748
2098,1375 1979 1758 1300 22752 16151 1372 1771 4104 683
2099,537 995 993 1108 543 348 773 396 25 942
2100,21 15157 53 18903 14769 19264 10396 3495 22508 17562
2101,446 1263 812 1266 448 453 814 421 458 126
2102,446 453 17972 458 667 15131 814 16030 812 551
2103,22403 10221 22443 11044 18939 6712 22631 17075 12114 15978
2104,39 36 43 41 4286 42 4284 845 4282 4287
2105,1263 1266 668 494 446 2253 93 504 2254 498
2106,38 43 37 42 41 36 17237 12502 8875 667
2107,1263 581 1266 812 811 1194 448 453 2911 1317
2108,21 20 25 436 348 209 8011 750 22 672
2109,1263 421 814 812 448 453 811 676 52 458
2110,555 775 153 1108 347 124 993 537 627 620
2111,1632 689 3999 2313 2346 4246 1630 18514 15356 18195
2112,1299 1376 1375 1302 1297 1758 37 1372 16151 22752
2113,555 537 993 1108 826 154 1039 347 942 1109
2114,102 16887 576 496 500 129 2004 6 17521 2515
2115,2057 2917 5938 1263 1870 446 1865 448 1266 581
2116,21319 21 22402 5938 771 1870 22542 56 8335 353
2117,22 95 124 126 11776 25 4574 347 432 353
2118,2060 20 458 803 3218 1263 58 207 347 56
2119,58 348 436 393 1068 61 271 396 272 270
2120,676 672 677 498 492 99 21 95 1314 124
2121,16380 13988 20422 8875 3539 21319 14524 13063 448 2998
2122,25 348 58 771 1064 468 270 207 824 209
2123,22443 18939 22631 17075 15441 14172 7632 22402 22472 22435
2124,5187 10836 774 1299 530 826 3194 541 84 1091
2125,1297 22 1779 1504 1376 1302 1375 1979 1303 1301
2126,811 812 453 448 458 1195 667 1222 422 1317
2127,107 127 2494 5735 828 106 1534 496 675 97
2128,20 22 124 353 348 436 432 207 347 468
2129,1266 20422 19112 14524 667 80 1194 18854 8446 17403
2130,37 1869 39 2053 2057 2413 1870 704 43 38
2131,22 207 20 817 771 348 432 126 684 683
2132,2472 775 773 385 4776 626 1917 21370 154 153
2133,1263 814 453 773 124 385 626 775 993 53
2134,672 126 677 98 1618 21 22415 4574 1626 752
2135,1974 1972 2111 5611 77 67 75 2588 68 1969
2136,77 11282 3991 2106 3989 2104 2107 20422 88 3992
2137,1263 448 19522 453 796 7830 6291 422 56 450
2138,20 25 124 771 56 348 58 432 353 207
2139,53 2289 468 3142 27 25 124 56 20 347
2140,4874 2325 99 2629 2331 311 19743 56 58 308
2141,22 771 95 677 778 53 25 58 5382 61
2142,7304 4344 705 1066 8982 886 56 19705 79 7349
2143,18232 21811 9125 16563 271 22943 8837 62 17597 56
2144,450 458 53 20360 56 814 667 348 811 1648
2145,1532 828 2494 5 831 499 100 448 1266 446
2146,21 20 710 4330 1498 2714 348 1501 1807 53
2147,22 352 124 3037 453 1327 986 448 25 41
2148,130 673 106 6 275 576 277 500 2515 202
2149,1263 453 1547 448 421 424 8944 1548 667 8459
2150,22 20 21 124 77 771 3989 25 73 1326
2151,393 396 598 272 55 337 772 1748 1753 3280
2152,2119 84 67 629 68 356 75 450 3990 1071
2153,750 673 450 831 107 2818 1311 282 2880 21
2154,521 21 56 270 58 393 22 1746 1834 1556
2155,16887 58 102 56 496 1068 62 575 271 241
2156,208 241 1327 1023 576 17521 56 765 20 769
2157,2998 13063 13988 8875 22472 3539 21319 18919 22782 1263
2158,20 207 817 25 56 124 432 353 1901 1004
2159,22 25 353 348 347 53 56 207 58 396
2160,448 1263 1835 1266 446 453 814 812 12719 667
2161,450 1263 10221 22403 446 21458 8819 18939 15454 22441
2162,21 22 541 25 555 771 626 773 826 385
2163,683 337 394 58 55 53 396 393 271 270
2164,7632 8875 16380 21319 177 353 124 314 1861 1048
2165,17880 5216 9322 1561 17694 3436 638 5546 15940 5071
2166,2496 2490 13860 2256 56 9463 2261 21432 270 611
2167,21 56 541 555 826 773 385 124 153 676
2168,1263 448 446 667 1266 458 812 421 668 18139
2169,22403 10221 16713 9791 22631 15454 6712 22441 12114 11044
2170,751 676 1154 828 99 105 5648 677 8167 322
2171,22 21 20 2513 23325 519 25 2512 1004 563
2172,56 21 297 61 14621 16385 21452 13459 17796 7011
2173,6186 673 106 1534 2077 2747 102 2891 97 750
2174,19705 358 7569 14460 126 17178 684 683 1216 22542
2175,124 22 53 25 20 348 56 353 28 541
2176,353 25 22955 56 453 458 6202 58 1263 348
2177,21 20 22 124 771 25 964 2581 272 209
2178,56 20 25 353 126 62 684 348 1154 178
2179,22 53 21 683 396 1068 348 353 393 270
2180,126 676 20 124 1311 95 750 8371 25 677
2182,43 41 42 37 36 4284 844 1266 4286 4282
2183,771 1004 22 130 10615 23605 5366 21 19109 20
2184,20422 8875 3539 14524 17237 21319 22542 5735 2998 13988
2185,80 71 2104 73 2586 2106 2119 2107 67 68
2186,12856 673 546 308 2522 127 3343 130 102 188
2187,450 1266 581 814 812 12132 731 811 448 18484
2188,2167 11363 22415 95 11238 126 17506 1031 5023 13552
2189,58 25 393 56 396 272 53 62 207 61
2190,348 61 396 58 1068 353 22 55 347 1753
2191,5508 20865 817 207 2713 818 1863 689 10726 1504
2192,1666 8113 5944 12460 21 348 23977 436 22508 23538
2193,21 56 678 353 25 58 208 272 393 499
2194,56 124 436 353 53 207 347 393 58 396
2195,1630 1697 684 2346 3673 1071 21 1634 356 3176
2196,2866 11678 684 711 20911 2350 10225 11621 10582 10958
2197,179 4214 2694 450 22 20 14720 499 2382 889
2199,453 1311 1648 1263 450 667 1266 458 12118 20422
2200,21 348 124 353 25 436 347 771 1080 207
2201,1072 5444 21687 18853 22934 11044 16488 11940 17075 1221
2202,62 21 272 266 124 54 394 22 179 395
2203,67 75 2106 2119 77 2588 79 69 2111 84
2204,25 53 58 348 20 396 598 62 1068 541
2205,673 130 107 2077 675 16887 2495 391 3169 2494
2206,95 4574 1618 22415 1154 3360 117 672 1703 35
2207,22472 21 3539 124 8875 22782 22542 21319 22 13063
2208,21 124 208 25 1004 436 58 768 62 769
2209,1505 347 25 360 124 468 826 555 214 2313
2210,1263 446 581 811 458 1266 450 448 814 3825
2211,1870 2057 704 2053 2413 1873 5938 2047 1865 22427
2212,3539 8875 22542 21 18919 7569 20 22 7632 22472
2213,5697 10855 396 25 61 53 1068 207 18432 20
2214,25 6320 2105 1974 551 541 347 2108 20 11202
2215,1214 1212 5070 1514 1216 4577 5068 3391 5069 2278
2216,95 1618 35 4574 22415 5697 323 672 15284 10855
2217,22 20 124 25 964 7801 1327 751 432 762
2218,20 124 56 25 771 353 436 347 247 432
2219,750 673 19935 1534 127 450 10869 277 1313 97
2220,21 453 22 25 348 1437 446 1263 541 667
2221,21 348 436 22 56 347 130 1437 271 272
2222,14710 673 308 127 107 19 675 108 352 1013
2223,2920 1578 1576 1573 19705 2909 6665 1574 1672 2278
2224,124 21 1023 25 208 1557 1050 436 541 271
2225,1849 828 2305 750 5 100 1532 499 56 93
2226,17178 22402 22542 22 13063 486 15851 495 20 7632
2227,1445 5229 1648 1406 9085 419 3153 19007 4554 8287
2228,448 20422 453 18484 14524 1648 18919 2998 8875 1266
2229,673 106 1534 97 391 496 188 6 576 675
2230,71 75 80 629 2104 3989 3994 8650 79 11262
2231,67 71 80 2119 2106 2112 79 567 2588 77
2232,20420 56 6874 21 348 58 598 20372 61 393
2233,124 25 771 10599 436 10595 207 10597 353 5169
2234,2694 2807 2332 1909 355 15271 81 2298 3988 8286
2235,107 58 492 678 390 93 504 56 271 62
2236,21 53 25 124 347 61 22 598 270 393
2237,393 61 348 396 56 271 53 62 270 1068
2238,93 486 499 498 492 21343 679 19647 471 487
2239,22 21 1004 916 917 1911 179 667 18484 12585
2240,19727 7170 1066 886 84 1593 71 80 3990 23494
2241,2106 2335 71 2108 80 11940 72 77 9209 84
2242,126 1618 1266 458 446 110 1648 667 95 1220
2243,124 22 8819 22443 18939 22631 15978 6712 16713 15441
2244,21 22 126 95 672 1314 1004 1311 1618 4574
2245,1212 16887 1216 1214 4577 130 102 1859 576 5070
2246,1216 1859 1212 4577 21 1640 266 5070 3391 5215
2247,53 270 396 1068 20137 16516 268 62 1748 335
2248,10595 124 62 10596 53 270 271 1068 10598 61
2249,124 22 1023 20 1327 432 353 1004 385 1064
2250,4334 3360 450 2586 448 4330 836 581 453 2111
2251,80 2106 20863 629 598 270 75 2723 79 2721
2252,1329 22193 1374 1849 750 684 7092 7349 2305 5
2253,20 10597 22 10599 10598 56 2313 207 53 25
2254,21 20 25 3539 353 207 56 348 22542 436
2255,448 13988 450 453 22169 667 13063 20422 457 24380
2256,2278 355 683 1311 676 95 1569 684 1660 361
2257,541 626 385 537 1108 153 543 993 154 995
2258,56 20 7807 53 22 2807 352 15582 1529 270
2259,80 629 2106 77 67 84 2254 79 2111 68
2260,8875 1263 814 450 2035 22402 13063 453 2039 22542
2261,56 20 124 771 352 58 270 1329 1746 22193
2262,448 124 20 25 452 353 18484 347 667 668
2263,25 271 393 61 396 1068 436 394 395 55
2264,56 58 53 9414 22 18550 17647 20 271 11687
2265,751 617 828 56 53 750 393 2746 1311 348
2266,828 93 450 499 21343 2494 80 361 2010 486
2267,20360 19727 4664 1311 873 23346 8792 22252 9077 970
2268,56 348 25 353 61 21 393 335 345 207
2269,773 775 1039 2496 828 2494 154 2124 543 993
2270,21 93 778 2110 495 679 8788 494 678 25
2271,21 3036 22 20 8095 15974 21935 9178 20133 16966
2272,2111 629 67 84 2119 75 68 79 77 2114
2273,21319 22542 13063 20422 14805 2998 18919 448 453 93
2274,626 154 555 541 1039 826 14472 3350 23958 8145
2275,270 56 21 22 393 348 58 55 53 347
2276,25 353 436 432 207 1326 348 1064 347 208
2277,22 56 25 347 207 1299 2105 270 683 915
2278,21 22 25 353 436 348 6615 347 4943 565
2279,11942 678 776 10060 11027 19496 1849 5 9341 21517
2280,56 53 448 61 1068 396 1263 58 598 270
2281,22 353 21 124 1048 1861 207 436 4073 348
2282,828 93 499 673 1535 486 2880 504 679 494
2283,53 446 270 536 393 1068 1746 450 521 811
2284,1263 448 1266 812 458 581 356 1648 667 13988
2285,56 2112 71 80 68 2106 53 2584 2111 75
2286,21 352 770 23169 25 12051 27 124 1556 1898
2287,308 12972 13183 12681 13552 284 9431 2998 19 6930
2288,667 2263 448 588 453 446 16887 668 24005 458
2289,453 450 1266 446 581 811 812 458 667 421
2290,22472 1498 22782 1502 53 453 11761 1263 16380 18919
2291,21 20 767 916 1022 1861 4036 917 1911 1048
2292,21 676 95 113 1619 25 124 27 22 1311
2293,20 56 16263 21 1856 771 2803 10868 5508 58
2294,102 106 6 16887 127 673 2004 5579 391 1534
2295,3539 22 20 353 917 25 176 22542 177 3397
2296,20 22 25 521 270 53 348 1898 207 124
2297,450 1266 20422 458 667 14524 1648 812 581 457
2298,95 4574 22415 1618 15284 672 17506 1154 1314 676
2299,124 537 385 348 775 56 61 272 208 543
2300,16713 22403 10221 15454 8819 12114 17075 22631 22443 18939
2301,126 22 20 124 25 348 676 353 458 207
2302,21 1329 22193 1311 22 56 486 53 7092 7349
2303,53 61 1449 336 393 598 270 335 268 2592
2304,13063 18919 3539 14524 8875 20422 21319 14805 448 1653
2305,21687 21 1072 9824 20 11345 124 23786 8760 22304
2306,18855 1091 1890 6251 1955 19522 21372 12445 24245 11707
2307,82 2105 3994 83 2106 5895 4330 14048 3992 3991
2308,25 270 58 56 207 21 22 126 53 3638
2309,126 8438 21 672 1327 448 8335 95 1055 453
2310,555 10071 310 626 826 4869 22357 7190 18529 288
2311,11761 3539 21319 16380 8875 13988 2998 5917 20779 22435
2312,1852 21550 10019 17143 23864 14233 951 450 5187 2263
2313,21 25 683 8884 56 353 450 364 348 436
2314,21 53 450 25 58 667 61 453 396 62
2315,3604 22680 20484 16243 15472 14737 8272 16422 5839 8610
2316,453 446 450 1266 814 1648 457 581 20422 667
2317,8661 21 469 19317 3497 17767 11605 12252 3304 124
2318,448 1263 14524 20422 2998 1266 450 446 11855 14805
2319,14460 1859 1979 1212 1214 22414 1376 5070 1375 1299
2320,93 498 519 494 778 2085 678 19647 2010 486
2321,21 450 20 448 124 453 13988 2010 438 771
2322,817 1901 1068 393 396 271 61 20 2237 58
2323,20 124 58 22 348 436 56 353 207 53
2324,21 1214 1212 22 1859 1514 19705 95 355 4577
2325,4871 266 3991 1632 684 261 1590 1050 2105 14744
2326,372 521 56 53 21 22 964 1794 1540 818
2327,448 20422 14524 2998 450 3539 453 8875 446 14805
2328,16626 6469 14258 14651 14431 9672 2474 11219 4511 18668
2329,4380 22469 2108 3709 2346 22560 23112 1697 836 80
2330,22 20 21 13988 917 1004 1911 352 13063 2783
2331,21 270 22 348 58 124 372 61 207 393
2332,705 629 80 364 2106 210 2111 1571 2119 355
2333,15338 17789 20528 23314 21159 12910 2077 9546 11068 20044
2334,3539 21319 22542 16380 11761 13988 358 2998 19112 14524
2335,1263 1266 1222 126 581 1743 731 667 446 421
2336,22403 8819 16713 22443 11044 22631 12114 9791 17075 15978
2337,20422 448 667 14524 13063 2998 1691 8875 13988 668
2338,3989 3994 17418 1263 1266 11904 73 3356 19789 3355
2339,12051 1263 10714 12352 3194 7918 453 450 23995 20422
2340,2201 17261 1026 3090 2876 3190 10610 10829 16960 15401
2341,3539 16380 14524 448 13063 22542 21 22435 453 5917
2342,672 25 124 20 95 453 353 56 667 1220
2343,364 19705 683 22 684 21 1569 885 11952 889
2344,21 19705 537 629 80 124 71 468 348 25
2345,53 396 271 598 270 124 272 337 394 468
2346,1573 1576 1216 1212 1214 1514 1859 1672 21 2909
2347,55 56 536 61 54 968 271 62 598 393
2348,21 20 541 56 626 352 124 537 993 347
2349,916 21 1861 20 4073 179 12585 1048 1311 677
2350,20 21 486 124 1149 1263 1148 471 498 93
2351,22 21 1004 25 124 432 353 491 1327 18705
2352,4893 4890 4891 683 2723 521 2722 2720 270 3038
2353,20 25 353 771 436 2722 56 347 2721 1266
2354,6476 773 541 1039 942 11455 14273 385 10655 775
2355,23125 4426 14792 18484 6187 257 22884 271 58 2245
2356,124 56 25 771 353 436 1807 347 432 53
2357,11660 21 529 22371 20137 25 16657 24057 20196 20324
2358,21 124 22 468 348 20422 61 58 347 56
2359,21 56 22 58 15560 270 521 23314 672 771
2360,10221 22443 12114 11044 16713 21818 15441 17764 6464 17248
2361,629 955 2112 951 2106 67 22345 22478 2119 75
2362,21 20 436 25 347 348 209 1064 899 318
2363,2167 11363 53 348 21 56 598 450 61 23573
2364,2998 18056 448 8875 13988 14805 3539 18919 20422 14524
2365,20422 14524 14805 11855 62 8875 13063 4898 7632 272
2366,56 53 20 1068 396 62 393 436 54 272
2367,537 1108 993 1109 3569 775 543 385 773 938
2368,2057 4220 2436 2410 22838 2435 5938 5642 7016 393
2369,21 56 672 62 271 53 270 709 393 61
2370,15882 1434 1109 23803 20079 20690 8492 9224 23389 2241
2371,1514 5068 2920 2111 67 79 19705 77 1578 18209
2372,22 917 916 10160 1632 771 25 124 684 1630
2373,450 448 667 453 458 1648 2263 457 588 446
2374,56 393 55 598 270 337 394 58 53 62
2375,3520 61 3021 10867 1080 335 598 20355 1449 18800
2376,458 21 450 1263 448 446 457 1266 56 93
2377,80 2105 2119 84 2106 2111 75 2587 77 2112
2378,1849 5 100 2147 1532 1311 99 2494 109 1648
2379,496 500 106 576 1534 97 129 673 202 17521
2380,56 53 124 106 348 391 22 127 436 130
2381,38 41 750 42 39 845 498 471 828 4282
2382,58 61 1266 1263 270 348 598 458 272 446
2384,124 22 58 56 25 348 5916 436 8622 771
2385,124 1835 521 20 25 436 58 352 1024 1746
2386,102 576 6 500 127 673 493 4631 579 97
2387,676 126 672 107 4574 617 1311 751 322 22415
2388,2106 80 567 71 7205 3989 883 22617 2108 854
2389,22472 13063 450 3539 448 22782 8875 13988 20422 21319
2390,968 55 521 58 536 56 268 396 1068 772
2391,1212 1216 5070 4577 3391 5068 56 358 393 270
2392,448 453 458 581 446 450 1266 421 811 2276
2393,396 53 394 598 55 270 58 271 1748 272
2394,2586 2107 75 2106 3994 77 7401 71 2111 80
2395,126 314 177 916 1861 175 917 672 353 1911
2396,20 25 22 2586 124 77 551 828 2107 1071
2397,468 25 537 28 56 53 541 353 436 20
2398,22 1068 207 394 932 55 337 1748 209 968
2399,53 598 270 61 393 1449 1068 335 396 450
2400,71 80 629 67 2119 75 2111 2106 358 356
2401,2254 452 450 457 667 1648 1263 13988 731 1193
2402,271 270 61 55 395 53 1748 1753 268 448
2403,21 124 20 519 1263 581 450 6320 551 7801
2404,53 598 272 394 337 932 395 772 1748 536
2406,3825 4880 2104 71 80 19503 629 77 10065 7366
2407,3064 13677 17521 130 1964 673 5396 576 24125 11059
2408,21 20 124 56 521 771 450 25 1263 58
2409,629 71 80 67 2119 77 8470 68 2587 21
2410,58 270 598 62 55 271 394 1753 1449 932
2411,21 20 348 347 353 436 468 53 207 1437
